place_id,name,type,lat,lng,rating,user_ratings_total,price_level,vicinity,city,collected_at
ChIJZ5xBgofGhkcRFMT50DB9fe8,FARMACIA,pharmacy,45.4620046,9.229088599999999,4.5,2.0,,"Viale Corsica, 46, Milano",milan,2026-02-03T22:21:50.818599
ChIJJ-wC0HDGhkcRl8XNmyNa1RU,Farmacia Ovidio - Rete Club Salute,pharmacy,45.4585746,9.242039300000002,4.4,107.0,,"Via Toscolano, 1, Milano",milan,2026-02-03T22:21:50.926803
ChIJA9uStHHGhkcRjAJeZyOhD6c,Farmacia Forlanini di Cotta Paolo,pharmacy,45.46154599999999,9.244096499999998,4.8,51.0,,"Viale Enrico Forlanini, 50, Milano",milan,2026-02-03T22:21:51.043005
ChIJCZclS6bIhkcREozo6cerlVY,Farmacia Aeroporto Linate srl,pharmacy,45.4614152,9.2793596,4.2,51.0,,"Aeroporto di Linate, Milano",milan,2026-02-03T22:21:51.379209
ChIJBbVsHXLGhkcR89VjQbGSZVY,Farmacia Sciortino,pharmacy,45.46138250000001,9.2786638,3.6,9.0,,"aereoporto di linate snc, Segrate",milan,2026-02-03T22:21:51.379260
ChIJuy199_7phkcRwcff2XlaWUc,BENU Farmacia Milano N. 39,pharmacy,45.46334770000001,9.087178999999999,4.2,40.0,,"Piazza Anita Garibaldi, 8, Milano",milan,2026-02-03T22:21:52.666308
ChIJeeCwKijChkcRrVsg5Mu0P4I,Farmacia Segre - CEF La Farmacia Italiana,pharmacy,45.462922,9.1276421,4.1,26.0,,"Via Francesco Primaticcio, 217, Milano",milan,2026-02-03T22:21:53.157648
ChIJsVgrmIDBhkcRWhgBSpZikPs,BENU Farmacia Milano N. 25,pharmacy,45.46316059999999,9.1325792,3.2,80.0,,"Via delle Forze Armate, 44, Milano",milan,2026-02-03T22:21:54.299772
ChIJAQ-ksX_BhkcR5hfhKletELg,Farmacia Fra’ Galgario,pharmacy,45.46370809999999,9.139427300000001,4.2,44.0,,"Via delle Forze Armate, 4, Milano",milan,2026-02-03T22:21:54.409141
ChIJaQv7YX7BhkcReWUn1g_MVWI,Tamoil,pharmacy,45.4642558,9.1419621,3.5,55.0,,"Via Privata Moncalvo, 1, Milano",milan,2026-02-03T22:21:54.525574
ChIJb8eqGHzBhkcRAbt0V_6QNAo,Farmacia trivulzio,pharmacy,45.4652532,9.143532299999999,4.1,42.0,,"Via Antonio Tolomeo Trivulzio, 28, Milano",milan,2026-02-03T22:21:54.525607
ChIJmQC0oWTBhkcRzliXgOkd1gU,BENU Farmacia Milano N. 68 24H,pharmacy,45.4659728,9.150851300000001,3.2,230.0,,"Piazza de Angeli Ernesto, 1, Milano",milan,2026-02-03T22:21:54.647125
ChIJk9FMS2LBhkcRKNrMcg9gigE,Farmacia Sardegna,pharmacy,45.4633285,9.152493,4.4,27.0,,"Via Sardegna, 31, Milano",milan,2026-02-03T22:21:54.647160
ChIJx_kTVHvBhkcRqjjtQgOgwEQ,CD Pharma group s.r.l.,pharmacy,45.46622780000001,9.1489003,3.0,4.0,,"Piazza de Angeli Ernesto, 7, Milano",milan,2026-02-03T22:21:54.647170
ChIJa9P8-GDBhkcRYJmh7seFGkk,Tamoil,pharmacy,45.4638705,9.1570767,3.5,57.0,,"Via Elba, 20, Milano",milan,2026-02-03T22:21:54.763942
ChIJVVUF3GDBhkcRvf6xuunXDvY,Verathon Medical Europe,pharmacy,45.4641774,9.1579709,,,,"Via Domenico Cimarosa, 26, Milano",milan,2026-02-03T22:21:54.763974
ChIJO-BXa2fBhkcRZ-shYMirPz0,Farmacia Corso Vercelli,pharmacy,45.46663299999999,9.159810799999999,2.8,23.0,,"Via Francesco Cherubini, 2, Milano",milan,2026-02-03T22:21:54.882922
ChIJ6yIptV3BhkcRTUZQXlZftYs,Farmacia CoFa Vercelli Milano,pharmacy,45.4661051,9.163923700000002,3.9,29.0,,"Corso Vercelli, 5, Milano",milan,2026-02-03T22:21:54.882941
ChIJMZYF4FnBhkcRIzkegpTkcL0,Lafarmacia. Dell'Ospedale San Giuseppe,pharmacy,45.4630214,9.1719277,3.8,40.0,,"Via San Vittore, 12, Milano",milan,2026-02-03T22:21:55.004255
ChIJ9Ua3bVzBhkcR_N8aILvbgHg,Farmacia Santa Teresa,pharmacy,45.4661129,9.1661734,3.1,115.0,,"Corso Magenta, 96, Milano",milan,2026-02-03T22:21:55.004292
ChIJJw4ZXFHBhkcRY8lAFN5d_qc,Farmacia CoFa Sant'Agnese Milano,pharmacy,45.4650787,9.1776098,4.1,23.0,,"Via Sant'Agnese, 3, Milano",milan,2026-02-03T22:21:55.111741
ChIJFcffq1HBhkcRTfphJNaHLRQ,Farmacia Schiavio,pharmacy,45.466105,9.1763233,4.4,28.0,,"Corso Magenta, 32, Milano",milan,2026-02-03T22:21:55.111791
ChIJIUW_hqvGhkcR1hrxibmVucc,Lafarmacia. Penati Beltrade,pharmacy,45.46280489999999,9.1864787,3.3,34.0,,"Piazza Santa Maria Beltrade, Milano",milan,2026-02-03T22:21:55.188130
ChIJ-7n3YVLBhkcREo4PFBgQ_HI,Farmacia Cairoli - Farmacie Stilo Milano,pharmacy,45.466775,9.181550999999999,3.0,84.0,,"Via San Giovanni sul Muro, 9, Milano",milan,2026-02-03T22:21:55.188171
ChIJgVzLY6zGhkcRY1twmbygkRQ,Central Pharmacy S.N.C.,pharmacy,45.4637444,9.186757400000001,4.1,33.0,,"Via Spadari, 13, Milano",milan,2026-02-03T22:21:55.188178
ChIJ4YE1J63GhkcRba15BnCHbRE,Farmacia Cordusio,pharmacy,45.4655219,9.1853291,3.8,33.0,,"Via Santa Maria Segreta, 6, Milano",milan,2026-02-03T22:21:55.188186
ChIJNVjfKazGhkcRcjGhqer1-1c,Farmacia Boots Carlo Erba,pharmacy,45.46483179999999,9.189366699999999,3.1,239.0,,"Piazza del Duomo, 21, Milano",milan,2026-02-03T22:21:55.300872
ChIJNdeHFazGhkcRsUnEQdgRkjw,Pharmacy Duomo Milan,pharmacy,45.4641086,9.188388199999999,3.5,105.0,,"Via Orefici, 2, Milano",milan,2026-02-03T22:21:55.300901
ChIJLwbcoK3GhkcRfuISYj-YaqM,Lafarmacia. Centro Milano,pharmacy,45.4658386,9.186231599999997,4.0,87.0,,"Via Broletto, 1, Milano",milan,2026-02-03T22:21:55.300910
ChIJB8o6Qq_GhkcRRDq2VhYAsws,World Pharm Resource Srl - Wi.P.R.,pharmacy,45.46347,9.19404,5.0,1.0,,"13/SC.A Via Plinio Caio Secondo, Milano, MI 20129",milan,2026-02-03T22:21:56.392431
ChIJl5_BRaTGhkcRK4F1VNWUOUA,Farmacia Ponte Vittoria di Orietta Lojercio C. Snc,pharmacy,45.46336890000001,9.1987222,4.8,78.0,,"Via U, Via Uberto Visconti di Modrone, 1, Milano",milan,2026-02-03T22:21:56.392448
ChIJbUiuq-LHhkcRylWa8YZn6Iw,BENU Farmacia Milano Largo Augusto,pharmacy,45.4627867,9.1968247,3.9,21.0,,"Largo Augusto, 8, Milano",milan,2026-02-03T22:21:56.392467
ChIJI2qZxaXGhkcR43LZtC_gZ3I,Farmacia Ortolan,pharmacy,45.4627867,9.1968247,3.3,4.0,,"Largo Augusto, 8, Milano",milan,2026-02-03T22:21:56.392471
ChIJ8TC2uq_GhkcRFxoYnoZC8No,Farmacia Liberty,pharmacy,45.4658447,9.1932701,3.5,90.0,,"Galleria Sala dei Longobardi, Via San Paolo, 13, Milano",milan,2026-02-03T22:21:56.392474
ChIJ0axVH6XGhkcR3QQF81U87Z4,Farmacia Boots San Babila,pharmacy,45.4656469,9.197498200000002,3.8,123.0,,"Galleria Passarella, 1, Milano",milan,2026-02-03T22:21:56.392479
ChIJ_Tj4nKTGhkcRGix-c_HnS6g,Società Cooperativa Farmaceutica,pharmacy,45.464723,9.2013761,4.2,12.0,,"Via Passione, 8, Milano",milan,2026-02-03T22:21:56.503645
ChIJ8YO2LaLGhkcRG1uhLR9FGXk,Pharmacy Vittoria Milan,pharmacy,45.4621838,9.203605900000001,3.8,18.0,,"Via Fontana, 1, Milano",milan,2026-02-03T22:21:56.503673
ChIJlxKCMbvGhkcRdmdYpG-_bH0,Farmacia Monforte Snc,pharmacy,45.4669578,9.199983099999999,3.4,8.0,,"Corso Monforte, 19, Milano",milan,2026-02-03T22:21:56.503683
ChIJxV6ICJjGhkcRebvM5PsFYpQ,Farmacia Premuda,pharmacy,45.4654232,9.207569199999998,3.9,50.0,,"Via Pasquale Sottocorno, 1, Milano",milan,2026-02-03T22:21:56.619460
ChIJPY_tapnGhkcRuVKRr-MI0PM,Farmacia XXII Marzo,pharmacy,45.4624069,9.210943,3.2,53.0,,"Corso Ventidue Marzo, 23, Milano",milan,2026-02-03T22:21:56.619506
ChIJz81QiJjGhkcRNlBwr7I36p8,Farmacia Remotti,pharmacy,45.4635216,9.207774399999998,4.7,35.0,,"Viale Premuda, 10, Milano",milan,2026-02-03T22:21:56.619515
ChIJJSmLYZjGhkcRFk_NgTkdNdg,Resultime Farmacia Omeopatia,pharmacy,45.46371560000001,9.2079182,,,,Italy,milan,2026-02-03T22:21:56.619522
ChIJ8UNxmZvHhkcRwlhWocRoNlk,Pharma shop 24h,pharmacy,45.4624216,9.210479099999999,2.2,5.0,,Milan,milan,2026-02-03T22:21:56.619538
ChIJVbZOFJnGhkcRprfgcWtD8g0,Farmacia Ventrini,pharmacy,45.46241749999999,9.210506100000002,,,,"Via Pietro Calvi, 31, Milano",milan,2026-02-03T22:21:56.619545
ChIJ4TqkwpnGhkcRGuSYiI7vN1I,Archimede Pharmacy,pharmacy,45.4650734,9.211599500000002,3.6,95.0,,"Via Archimede, 20, Milano",milan,2026-02-03T22:21:56.619553
ChIJmUjioprGhkcRbV1qXVtANiU,Fondazioni Guido Muralti,pharmacy,45.46429349999999,9.217696599999998,,,,"Viale Piceno, 18, Milano",milan,2026-02-03T22:21:56.713950
ChIJE8pydoXGhkcRfIUZgTJBeWI,BENU Farmacia Milano N. 65,pharmacy,45.4640159,9.2211581,3.3,31.0,,"Via Marcona, 72, Milano",milan,2026-02-03T22:21:56.827404
ChIJXRf_1YfGhkcRO0hEPSSG30w,Azienda Farmacie Milanesi S.P.A.,pharmacy,45.464499,9.227960600000001,3.3,3.0,,"Via Luisa Battistotti Sassi, 24, Milano",milan,2026-02-03T22:21:56.945129
ChIJDz23WojGhkcRqJkWCtbyO5w,Reddy Pharma Italia S.P.A.,pharmacy,45.4660974,9.228677099999999,,,,"Via Filippo Caronti, 9/P01, Milano",milan,2026-02-03T22:21:56.945160
ChIJ3-kBV33GhkcRm3x78awAWV0,BENU Farmacia Milano N. 23,pharmacy,45.46380569999999,9.230396899999999,3.0,50.0,,"Via Monte Suello, 1, Milano",milan,2026-02-03T22:21:56.945165
ChIJl5fCnYfGhkcR2O3mraKivCQ,Farmacia Toschi Dr. Aldo,pharmacy,45.4619951,9.2287682,3.5,36.0,,"Viale Corsica, 42, Milano",milan,2026-02-03T22:21:56.945169
ChIJvfHS14fGhkcRmLfYt8slyQQ,Farmacia Comunale Milano N. 71,pharmacy,45.4643561,9.227968699999998,3.2,24.0,,"Via Luisa Battistotti Sassi, 24, Milano",milan,2026-02-03T22:21:56.945173
ChIJoTzPdfHBhkcRV2AvPEPkPPA,Farmacia Sant'Elena,pharmacy,45.47126779999999,9.108757099999998,4.1,84.0,,"Via Fratelli Zoia, 84, Milano",milan,2026-02-03T22:22:00.017497
ChIJYQAjboPBhkcRTp6cPhOrF-s,BENU Farmacia Milano N. 24,pharmacy,45.46909910000001,9.1333161,4.0,109.0,,"Via Mario Morgantini, 25, Milano",milan,2026-02-03T22:22:00.263740
ChIJ17SA24PBhkcR5H8d7g0Lo2k,Farmacia Rembrandt,pharmacy,45.46728,9.134407999999999,3.9,78.0,,"Via Rembrandt, 49, Milano",milan,2026-02-03T22:22:00.263780
ChIJIfx80YXBhkcRjTOHWqi7RiY,Farmacia Melozzo Da Forli',pharmacy,45.4678483,9.129221999999999,4.6,74.0,,"Via Novara, 3, Milano",milan,2026-02-03T22:22:00.263791
ChIJpUED2oPBhkcRRa9l4-cqaww,Farmacia Dietetica,pharmacy,45.46731979999999,9.134459699999999,5.0,2.0,,"Via Rembrandt, 49, Milano",milan,2026-02-03T22:22:00.263799
ChIJGV2S3XjBhkcRWLWWhmQAqiU,BENU Farmacia Milano N.52,pharmacy,45.46782099999999,9.140723,3.1,45.0,,"Piazzale Diego Velasquez, 7, Milano",milan,2026-02-03T22:22:00.374833
ChIJZ5NhaXjBhkcRQhm1JE0HHI8,Farmacia Dr. Max,pharmacy,45.47000269999999,9.140227399999999,4.3,28.0,,"Via Saverio Altamura, 20, Milano",milan,2026-02-03T22:22:00.374885
ChIJV3P7l3vBhkcRbXvkaiHPIRY,Farmacia Boots Ranzoni,pharmacy,45.4674653,9.146215399999997,3.5,114.0,,"Viale Daniele Ranzoni, 2, Milano",milan,2026-02-03T22:22:00.515029
ChIJefLeW2TBhkcRzYNJhHhbJ_4,FARMACIA Ravizza - Farmacie Stilo Milano,pharmacy,45.46733760000001,9.152965300000002,3.4,87.0,,"Via Marghera, 18, Milano",milan,2026-02-03T22:22:00.632106
ChIJCxitj2XBhkcRDh17RZA54ME,Farmacia dr. Carnevale,pharmacy,45.4697224,9.154128499999999,4.3,33.0,,"Via Raffaello Sanzio, 2, Milano",milan,2026-02-03T22:22:00.749469
ChIJg8yGXmnBhkcRRtHRbXqYafg,Lafarmacia. Wagner,pharmacy,45.46758309999999,9.1549874,3.3,60.0,,"Via Michelangelo Buonarroti, 5, Milano",milan,2026-02-03T22:22:00.749524
ChIJS__R9EfBhkcRq7-Am4SN9s8,AlfaMedic Pillole,pharmacy,45.4709976,9.1550578,,,,"Via Michelangelo Buonarroti, 33, Milano",milan,2026-02-03T22:22:00.749536
ChIJi7AjYYHBhkcReVD78S24uPc,Blumedico Italy,pharmacy,45.4709976,9.1550578,,,,"Via Michelangelo Buonarroti, 33, Milano",milan,2026-02-03T22:22:00.749544
ChIJxfhg_VzBhkcRP7SXL4SUjpw,Farmacia Legnani,pharmacy,45.4677429,9.164289000000002,4.4,670.0,,"Via Giovanni Rasori, 2, Milano",milan,2026-02-03T22:22:00.863118
ChIJsYyYsk3ohkcRYPcSuKE-kzw,Lafarmacia. Tommaseo,pharmacy,45.4701,9.165429999999999,4.4,30.0,,"Via Lorenzo Mascheroni, 16, Milano",milan,2026-02-03T22:22:00.863166
ChIJLVLrGFvBhkcRR30JmUK7FCs,Farmacia Boccaccio,pharmacy,45.4677781,9.169826,3.1,348.0,,"Via Giovanni Boccaccio, 26, Milano",milan,2026-02-03T22:22:01.977813
ChIJDejKGVvBhkcROPtapJDsaIU,Farmacia Cerini snc dei dr Davide e Marco,pharmacy,45.46930029999999,9.1716964,5.0,24.0,,"Via Aurelio Saffi, 6, Milano",milan,2026-02-03T22:22:01.977837
ChIJn70zM1DBhkcRIh26rHi_yUs,Farmacia Cadorna,pharmacy,45.46767990000001,9.1760896,3.2,33.0,,"Piazzale Luigi Cadorna, 11, Milano",milan,2026-02-03T22:22:02.089887
ChIJraruWK3GhkcRg_KMRzcXGOc,Broletto,pharmacy,45.4677122,9.185789300000001,4.3,44.0,,"Via Broletto, 30, Milano",milan,2026-02-03T22:22:02.166559
ChIJxdbA7bLGhkcRhrTCqhUJA_k,Lafarmacia. Dell'Orso Milano,pharmacy,45.46905020000001,9.187854500000002,4.4,25.0,,"Via dell'Orso, 1, Milano",milan,2026-02-03T22:22:02.274446
ChIJIx9hPevGhkcRKqJscX-vMjo,Farmacia del Carmine dott. Maione Giovanni,pharmacy,45.4709197,9.1842415,3.5,10.0,,"Via Mercato, 1, Milano",milan,2026-02-03T22:22:02.274471
ChIJF2hbcbHGhkcR_S6YQBH34dI,Pharmacy Manzoni Milan,pharmacy,45.4697118,9.1927152,3.9,22.0,,"Via Bigli, 28, Milano",milan,2026-02-03T22:22:02.374469
ChIJv3z677rGhkcROtchJwqynuo,Farmacia San Babila,pharmacy,45.46871299999999,9.1986716,4.0,48.0,,"Via della Spiga, 2, Milano",milan,2026-02-03T22:22:02.374493
ChIJFVvNCrHGhkcRt1jU-s18a7k,Cooperativa Farmaceutica 7,pharmacy,45.4697259,9.192746399999999,3.7,3.0,,"Via Bigli, 28, Milano",milan,2026-02-03T22:22:02.374500
ChIJu8Os-brGhkcRQdCe-kZb3FM,Farmacia Senato - Farmacie Stilo Milano,pharmacy,45.46909249999999,9.199384199999999,3.0,45.0,,"Via Senato, 2, Milano",milan,2026-02-03T22:22:02.509366
ChIJQa-cFr3GhkcRUZl2SaoQj5o,Foresteria Monforte S.R.L.,pharmacy,45.46752710000001,9.206207700000002,,,,"Piazza del Tricolore, Milano",milan,2026-02-03T22:22:02.509395
ChIJgX9NEb3GhkcRvw3BrcCkvZ4,Farmacia Filorga,pharmacy,45.4675666,9.206229100000002,,,,"Piazza del Tricolore, Milano",milan,2026-02-03T22:22:02.509405
ChIJUxbOsJfGhkcRvGhbnlecYh4,Farmacia Concordia,pharmacy,45.46774689999999,9.2100657,4.1,14.0,,"Corso Concordia, 16, Milano",milan,2026-02-03T22:22:02.637840
ChIJJYFzFL3GhkcRYraqF2v7QtM,Nn,pharmacy,45.467567,9.206378,3.3,15.0,,"Piazza del Tricolore, 2, Milano",milan,2026-02-03T22:22:02.637864
ChIJxcGBDr3GhkcRQrlzvaeE720,Gaboardi Giansandro,pharmacy,45.46820199999999,9.2065285,,,,"Piazza del Tricolore, 1, Milano",milan,2026-02-03T22:22:02.637870
ChIJA1KDLpfGhkcRbJRiG2HnVHc,Farmacia Italia,pharmacy,45.467527,9.2134912,3.0,23.0,,"Corso Indipendenza, 14, Milano",milan,2026-02-03T22:22:02.769488
ChIJK7m38ZPGhkcRxMNGqrzNXuw,Stilo Costantino,pharmacy,45.4709111,9.215624900000002,4.7,3.0,,"Via Gustavo Modena, 25, Milano",milan,2026-02-03T22:22:02.769506
ChIJP5SMSZHGhkcRFjVOxh_7dgs,Farmacia Castelmorrone,pharmacy,45.4691643,9.215054799999997,4.3,40.0,,"Via Castel Morrone, 6, Milano",milan,2026-02-03T22:22:02.769511
ChIJ42PIIpTGhkcRfXxXU1PcY3M,FARMACIA,pharmacy,45.4708775,9.213404599999999,3.0,1.0,,"Via Gustavo Modena, 8, Milano",milan,2026-02-03T22:22:02.769515
ChIJk0CZ8auNhkcRIJwYTWivUoY,Farmacia Scientifica Dr. Rebuffini Anna Maria,pharmacy,45.4709023,9.213440499999999,3.8,12.0,,"Via Ciro Menotti, 18, Milano",milan,2026-02-03T22:22:02.769519
ChIJz7o1xpHGhkcRzBJbe0F-WOI,Farmacia Plebisciti S.n.c.,pharmacy,45.46820679999999,9.2184966,3.7,34.0,,"Corso Plebisciti, 7, Milano",milan,2026-02-03T22:22:02.769522
ChIJ4_7P75PGhkcRInxKxmh1igE,Farmacia Igea - Farmacie Stilo Milano,pharmacy,45.4709092,9.2157738,4.4,87.0,,"Via Gustavo Modena, 25, Milano",milan,2026-02-03T22:22:02.769526
ChIJmey48ZPGhkcRNnQiz5Wn71Y,Esseline Official Shop_Osc srl,pharmacy,45.47092910000001,9.2156311,5.0,1.0,,"Via Gustavo Modena, 25, Milano",milan,2026-02-03T22:22:02.769530
ChIJAwHsE47GhkcR7QTNLWBUk-Q,Omeocom,pharmacy,45.46884239999999,9.221291199999998,,,,"Via Leopoldo Cicognara, 7, Milano",milan,2026-02-03T22:22:02.878559
ChIJ3X4r-47GhkcRhUWa0QXI6oU,Farmacia Susa,pharmacy,45.46752559999999,9.2234102,3.1,94.0,,"Piazzale Susa, 6, Milano",milan,2026-02-03T22:22:02.878577
ChIJ68L9jIvGhkcR2PK9_hcozHI,Beato angelico,pharmacy,45.4707792,9.227614299999999,4.1,87.0,,"Via Cesare Saldini, 4, Milano",milan,2026-02-03T22:22:02.988662
ChIJJfZHzonGhkcRa4U1_Eo0uPM,Argonne Farmacia,pharmacy,45.4672079,9.2303759,3.4,109.0,,"Via Lomellina, 64, Milano",milan,2026-02-03T22:22:02.988679
ChIJO0AvE2LGhkcRXrewPFKk4Mg,Lloyds Farmacia Comunale,pharmacy,45.4677257,9.232272300000004,3.5,76.0,,"Via Negroli, 55, Milano",milan,2026-02-03T22:22:04.109993
ChIJjSBfeIrGhkcRXNsKEqWz-34,BENU Farmacia Milano N. 62,pharmacy,45.4706043,9.2322121,4.2,46.0,,"Via Illirico, 11, Milano",milan,2026-02-03T22:22:04.110049
ChIJtcRBhzrHhkcRPH2tEKzkqdA,Parafarmacia Dott.ssa Antonia Chiavuzzi,pharmacy,45.4691476,9.234571800000001,5.0,13.0,,"Via Ferdinando Marescalchi, 11, Milano",milan,2026-02-03T22:22:04.110063
ChIJBQQ7eYrGhkcRqtKBxfmOe5c,Azienda Farmacie Milanesi S.P.A.,pharmacy,45.4706043,9.2322121,5.0,2.0,,"Via Illirico, 11, Milano",milan,2026-02-03T22:22:04.110071
ChIJ_b9HrWHGhkcRQPxwmOz_1DE,Farmacia Amadeo sas del dott. Tommaso Latella,pharmacy,45.4708508,9.234717400000001,4.2,59.0,,"Via Giovanni Antonio Amadeo, 40, Milano",milan,2026-02-03T22:22:04.110079
ChIJxTphbybqhkcRE4isBngkGvQ,Farmacia Seguro,pharmacy,45.47270750000001,9.0605713,4.3,419.0,,"Via Tommaso Edison, 5, Settimo Milanese",milan,2026-02-03T22:22:04.636440
ChIJMW8Z2PHBhkcR0JTBRoL0CVM,BENU Farmacia Milano N. 22,pharmacy,45.4741205,9.1095731,4.1,51.0,,"Via Fratelli Zoia, 43, Milano",milan,2026-02-03T22:22:06.125294
ChIJ6y0WJ-7BhkcRri1-YI-TEz0,Quarta Eta',pharmacy,45.473907,9.109308600000002,,,,"Via Fratelli Zoia, 43, Milano",milan,2026-02-03T22:22:06.125316
ChIJVT2kcZLBhkcRqLT7FfR_AFg,Farmacia Novara,pharmacy,45.4727109,9.120229300000002,3.8,71.0,,"Via Novara, 90, Milano",milan,2026-02-03T22:22:06.226871
ChIJv1c11pPBhkcRPzbNeJYYsys,BENU Farmacia Milano N. 20,pharmacy,45.475063,9.123654,4.1,30.0,,"Piazza Axum, 5, Milano",milan,2026-02-03T22:22:06.345030
ChIJ1_LTv4_BhkcRGJeXR_CoXRc,Pinchet Rx Srl,pharmacy,45.4713787,9.1258238,,,,"Via Don Carlo Gnocchi, 24, Milano",milan,2026-02-03T22:22:06.345051
ChIJ_SL57P8tVUARA-hUdWZ6nYY,St Francis Veterinary Hospital,pharmacy,45.473479,9.133497199999999,4.3,1576.0,,"Via Isaac Newton, 2, Milano",milan,2026-02-03T22:22:06.461750
ChIJlS5qNJvBhkcR5evQnZsuDqE,Farmacia San Matteo,pharmacy,45.4723205,9.132147899999998,4.2,22.0,,"Via Matteo Civitali, 41, Milano",milan,2026-02-03T22:22:06.461782
ChIJZX0IdADBhkcRzHA2cw9-xio,Farmacia,pharmacy,45.472326,9.1342837,,,,"Via Privata Preneste, 6, Milano",milan,2026-02-03T22:22:06.461787
ChIJF9AvcnvBhkcR_l6HkADx_uo,Farmacia Sant'Anna,pharmacy,45.4735787,9.134077000000001,4.6,60.0,,"Via Pier Alessandro Paravia, 73, Milano",milan,2026-02-03T22:22:06.461791
ChIJ9QuhzILBhkcRNI1csTgMXIc,Farmacia Selinunte,pharmacy,45.4720351,9.1381892,4.5,33.0,,"Piazzale Selinunte, 4, Milano",milan,2026-02-03T22:22:06.583619
ChIJaRaG1XfBhkcRCs6BxVjsFMQ,BENU Farmacia Milano N. 74,pharmacy,45.473652,9.140162,4.0,22.0,,"Piazza Monte Falterona, 3, Milano",milan,2026-02-03T22:22:06.583659
ChIJsURBbnfBhkcRjj2vdk86WQo,Farmacia Grilli S.A.S,pharmacy,45.47204809999999,9.143529899999999,4.9,44.0,,"Via Carlo Dolci, 6, Milano",milan,2026-02-03T22:22:07.720159
ChIJL8vUhnnBhkcRotC6q1aUj6g,Blumedico,pharmacy,45.47378679999999,9.1433977,,,,"Viale Murillo, 17, Milano",milan,2026-02-03T22:22:07.720188
ChIJiUpifnbBhkcRYPwGuAqJOBE,Gehe Italia S.P.A,pharmacy,45.4758352,9.143732199999999,,,,"Piazzale Fratelli Zavattari, 4, Milano",milan,2026-02-03T22:22:07.720199
ChIJA09MfnbBhkcRCeknfoUI6yk,Farmacia Comunale Milano N. 80,pharmacy,45.4758352,9.143732199999999,3.5,21.0,,"Piazzale Fratelli Zavattari, 4, Milano",milan,2026-02-03T22:22:07.720206
ChIJf758Km7BhkcRRlMv3vPtnVc,Farmacia Giulio Cesare,pharmacy,45.47304139999999,9.1515459,4.0,49.0,,"Via Monte Rosa, 27, Milano",milan,2026-02-03T22:22:07.828938
ChIJieDpTnHBhkcR8s_4c5VSQbs,Farmacia Monte Rosa - Rete Club Salute,pharmacy,45.47564390000001,9.148135,4.1,37.0,,"Via Eleuterio Pagliano, Milano",milan,2026-02-03T22:22:07.828984
ChIJy7cuY2nBhkcRl4rssJE1oP0,Farmacia Cassiodoro,pharmacy,45.47442789999999,9.160196899999999,3.6,24.0,,"Viale Cassiodoro, 12, Milano",milan,2026-02-03T22:22:08.024159
ChIJT94snPjBhkcRDqg2n5HDytU,Farmacia V Alpini Sas di Perreca Patrizia & C.,pharmacy,45.4718364,9.1672447,4.2,38.0,,"Largo 5º Alpini, n. 1, Milano",milan,2026-02-03T22:22:08.024186
ChIJR4PankvBhkcR8zNZHOsxp_A,Farmacia Sanitas Milano,pharmacy,45.4738467,9.183346900000002,4.7,27.0,,"Corso Garibaldi, 49, Milano",milan,2026-02-03T22:22:08.321387
ChIJNeZFhUzBhkcRyJ3Zi0CLqm0,Pharmacy Pontaccio Milan,pharmacy,45.47225160000001,9.1842344,3.4,51.0,,"Via Pontaccio, 22, Milano",milan,2026-02-03T22:22:08.321412
ChIJZ7lNh7TGhkcRXkEDtCccj3s,Antica Farmacia di Brera,pharmacy,45.47248310000001,9.188215000000001,4.0,48.0,,"Via Fiori Oscuri, 3, Milano",milan,2026-02-03T22:22:08.430306
ChIJ0_WkI7XGhkcRXGLjpP5WKDI,Farmacia S.A.L.V.I.,pharmacy,45.4752168,9.188586599999999,2.7,24.0,,"Via San Marco, 18, Milano",milan,2026-02-03T22:22:08.430325
ChIJCfcsxrnGhkcR4waIolma4kA,Tamoil,pharmacy,45.4731647,9.1994519,3.0,32.0,,"Via Palestro, 5, Milano",milan,2026-02-03T22:22:08.558123
ChIJF3Nrzpa_hkcR3OCgDQNFq94,Farmacia Comotti,pharmacy,45.4730713,9.195155699999999,3.0,78.0,,"Piazza Cavour, 5, Milano",milan,2026-02-03T22:22:08.558149
ChIJWdxtm7_GhkcR7mmBus_Kt6Q,Farmacia Malpighi,pharmacy,45.4748768,9.2080929,4.2,27.0,,"Via Marcello Malpighi, 12, Milano",milan,2026-02-03T22:22:09.759406
ChIJT8nzXb_GhkcRNUBmOEzkcq0,Farmacia Formaggia,pharmacy,45.4752835,9.206131,3.6,187.0,,"Corso Buenos Aires, 4, Milano",milan,2026-02-03T22:22:09.759472
ChIJl_WsYL7GhkcR0ZnDB6Qilq0,Farmacia Dott. De Luca Snc Del Dott. Augusto E Francesco,pharmacy,45.4720752,9.2072558,3.1,24.0,,"Via Nino Bixio, 1, Milano",milan,2026-02-03T22:22:09.759483
ChIJKRzpDb_GhkcRV5kzJq_E-Hw,Farmacia Antica Farmacia Diana del Dr. Damioli Silvio,pharmacy,45.4741578,9.2067389,3.5,68.0,,"Piazza Guglielmo Oberdan, 4, Milano",milan,2026-02-03T22:22:09.759488
ChIJIa1COZPGhkcRfKv5mLEphx8,BENU Farmacia Milano N. 48,pharmacy,45.474134,9.217483399999999,3.5,38.0,,"Viale Abruzzi, 4, Milano",milan,2026-02-03T22:22:09.881853
